#,Date,"Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)"
2941,10/15/2022 1:30,110.1,68.34
2942,10/15/2022 1:45,109.8,68.2
2943,10/15/2022 2:00,109.8,68.04
2944,10/15/2022 2:15,109.8,67.87
2945,10/15/2022 2:30,109.4,67.69
2946,10/15/2022 2:45,109.4,67.53
2947,10/15/2022 3:00,108.7,67.39
2948,10/15/2022 3:15,108.7,67.26
2949,10/15/2022 3:30,108.7,67.15
2950,10/15/2022 3:45,108.7,67.01
2951,10/15/2022 4:00,108.7,66.87
2952,10/15/2022 4:15,107.9,66.65
2953,10/15/2022 4:30,107.5,66.56
2954,10/15/2022 4:45,107.6,66.47
2955,10/15/2022 5:00,107.9,66.38
2956,10/15/2022 5:15,107.2,66.2
2957,10/15/2022 5:30,107.2,66.09
2958,10/15/2022 5:45,107.2,65.97
2959,10/15/2022 6:00,107.2,65.89
2960,10/15/2022 6:15,106.8,65.79
2961,10/15/2022 6:30,106.8,65.66
2962,10/15/2022 6:45,106.8,65.55
2963,10/15/2022 7:00,106.5,65.41
2964,10/15/2022 7:15,106.5,65.41
2965,10/15/2022 7:30,106.1,65.12
2966,10/15/2022 7:45,106.1,65.17
2967,10/15/2022 8:00,105.7,65.05
2968,10/15/2022 8:15,105.7,64.98
2969,10/15/2022 8:30,105.7,64.81
2970,10/15/2022 8:45,105.7,64.8
2971,10/15/2022 9:00,105.7,64.74
2972,10/15/2022 9:15,105.7,64.63
2973,10/15/2022 9:30,105.7,64.63
2974,10/15/2022 9:45,105.7,64.63
2975,10/15/2022 10:00,105.7,64.71
2976,10/15/2022 10:15,105.7,64.71
2977,10/15/2022 10:30,105.7,64.78
2978,10/15/2022 10:45,105.7,64.8
2979,10/15/2022 11:00,105.7,64.89
2980,10/15/2022 11:15,105.7,64.92
2981,10/15/2022 11:30,105.7,65.03
2982,10/15/2022 11:45,106.1,65.08
2983,10/15/2022 12:00,106.1,65.17
2984,10/15/2022 12:15,106.5,65.26
2985,10/15/2022 12:30,106.5,65.43
2986,10/15/2022 12:45,106.4,65.62
2987,10/15/2022 13:00,106.8,65.79
2988,10/15/2022 13:15,107.2,66.07
2989,10/15/2022 13:30,107.2,66.25
2990,10/15/2022 13:45,107.2,66.4
2991,10/15/2022 14:00,107.5,66.58
2992,10/15/2022 14:15,107.9,66.69
2993,10/15/2022 14:30,108.3,66.88
2994,10/15/2022 14:45,108.7,67.1
2995,10/15/2022 15:00,108.7,67.24
2996,10/15/2022 15:15,108.7,67.39
2997,10/15/2022 15:30,108.7,67.48
2998,10/15/2022 15:45,109.4,67.55
2999,10/15/2022 16:00,109,67.77
3000,10/15/2022 16:15,109.4,67.84
3001,10/15/2022 16:30,109.8,67.87
3002,10/15/2022 16:45,109.8,68.09
3003,10/15/2022 17:00,110.2,68.23
3004,10/15/2022 17:15,110.1,68.38
3005,10/15/2022 17:30,110.1,68.49
3006,10/15/2022 17:45,110.5,68.63
3007,10/15/2022 18:00,110.5,68.81
3008,10/15/2022 18:15,110.5,68.88
3009,10/15/2022 18:30,110.9,68.99
3010,10/15/2022 18:45,111.3,69.03
3011,10/15/2022 19:00,110.5,69.04
3012,10/15/2022 19:15,110.9,69.01
3013,10/15/2022 19:30,110.9,68.94
3014,10/15/2022 19:45,110.9,68.86
3015,10/15/2022 20:00,110.5,68.81
3016,10/15/2022 20:15,110.5,68.74
3017,10/15/2022 20:30,110.5,68.68
3018,10/15/2022 20:45,110.9,68.58
3019,10/15/2022 21:00,110.5,68.49
3020,10/15/2022 21:15,111.7,68.43
3021,10/15/2022 21:30,110.5,68.38
3022,10/15/2022 21:45,110.5,68.27
3023,10/15/2022 22:00,110.2,68.18
3024,10/15/2022 22:15,110.2,68.11
3025,10/15/2022 22:30,110.2,68.09
3026,10/15/2022 22:45,110.6,68.02
3027,10/15/2022 23:00,110.2,67.93
3028,10/15/2022 23:15,110.2,67.93
3029,10/15/2022 23:30,110.2,67.77
3030,10/15/2022 23:45,109.8,67.66
3031,10/16/2022 0:00,109.8,67.71
3032,10/16/2022 0:15,108.6,67.64
3033,10/16/2022 0:30,109,67.39
3034,10/16/2022 0:45,109.1,67.32
3035,10/16/2022 1:00,109.1,67.23
3036,10/16/2022 1:15,108.7,67.17
3037,10/16/2022 1:30,108.7,67.12
3038,10/16/2022 1:45,108.7,66.94
3039,10/16/2022 2:00,108.7,66.87
3040,10/16/2022 2:15,108.7,66.81
3041,10/16/2022 2:30,108.3,66.65
3042,10/16/2022 2:45,108.3,66.58
3043,10/16/2022 3:00,107.9,66.4
3044,10/16/2022 3:15,107.6,66.38
3045,10/16/2022 3:30,107.6,66.25
3046,10/16/2022 3:45,107.6,66.24
3047,10/16/2022 4:00,107.6,66.07
3048,10/16/2022 4:15,107.2,65.97
3049,10/16/2022 4:30,107.2,65.89
3050,10/16/2022 4:45,107.2,65.71
3051,10/16/2022 5:00,106.8,65.64
3052,10/16/2022 5:15,106.5,65.5
3053,10/16/2022 5:30,106.5,65.41
3054,10/16/2022 5:45,106.5,65.26
3055,10/16/2022 6:00,106.5,65.25
3056,10/16/2022 6:15,106.1,65.12
3057,10/16/2022 6:30,106.1,65.01
3058,10/16/2022 6:45,106.1,64.87
3059,10/16/2022 7:00,105.7,64.72
3060,10/16/2022 7:15,105.7,64.63
3061,10/16/2022 7:30,105.7,64.56
3062,10/16/2022 7:45,105,64.44
3063,10/16/2022 8:00,105.4,64.31
3064,10/16/2022 8:15,105,64.17
3065,10/16/2022 8:30,105,64.11
3066,10/16/2022 8:45,105,64.09
3067,10/16/2022 9:00,105,64
3068,10/16/2022 9:15,105,64.02
3069,10/16/2022 9:30,104.6,64
3070,10/16/2022 9:45,105,63.95
3071,10/16/2022 10:00,105,64.04
3072,10/16/2022 10:15,105,64.08
3073,10/16/2022 10:30,105,64.11
3074,10/16/2022 10:45,105,64.2
3075,10/16/2022 11:00,105,64.27
3076,10/16/2022 11:15,105,64.4
3077,10/16/2022 11:30,105.3,64.47
3078,10/16/2022 11:45,105.3,64.54
3079,10/16/2022 12:00,105.3,64.65
3080,10/16/2022 12:15,105.7,65.08
3081,10/16/2022 12:30,105.7,64.98
3082,10/16/2022 12:45,106.1,65.28
3083,10/16/2022 13:00,106.5,65.5
3084,10/16/2022 13:15,106.8,65.88
3085,10/16/2022 13:30,107.2,66.13
3086,10/16/2022 13:45,107.6,66.43
3087,10/16/2022 14:00,108.3,66.7
3088,10/16/2022 14:15,108.3,66.97
3089,10/16/2022 14:30,107.9,67.1
3090,10/16/2022 14:45,107.9,67.33
3091,10/16/2022 15:00,108.7,67.48
3092,10/16/2022 15:15,109.4,67.5
3093,10/16/2022 15:30,109,67.71
3094,10/16/2022 15:45,109,67.86
3095,10/16/2022 16:00,109,68.02
3096,10/16/2022 16:15,109.4,68.2
3097,10/16/2022 16:30,109.8,68.32
3098,10/16/2022 16:45,109.8,68.47
3099,10/16/2022 17:00,110.1,68.49
3100,10/16/2022 17:15,110.1,68.63
3101,10/16/2022 17:30,110.1,68.65
3102,10/16/2022 17:45,110.5,68.85
3103,10/16/2022 18:00,110.5,68.79
3104,10/16/2022 18:15,110.5,68.86
3105,10/16/2022 18:30,110.5,68.94
3106,10/16/2022 18:45,110.5,68.88
3107,10/16/2022 19:00,110.9,68.94
3108,10/16/2022 19:15,110.5,68.92
3109,10/16/2022 19:30,111.3,68.94
3110,10/16/2022 19:45,110.9,68.85
3111,10/16/2022 20:00,110.5,68.7
3112,10/16/2022 20:15,111.3,68.65
3113,10/16/2022 20:30,110.5,68.58
3114,10/16/2022 20:45,110.5,68.49
3115,10/16/2022 21:00,110.1,68.41
3116,10/16/2022 21:15,110.1,68.38
3117,10/16/2022 21:30,109.8,68.25
3118,10/16/2022 21:45,110.2,68.23
3119,10/16/2022 22:00,110.2,68.23
3120,10/16/2022 22:15,110.5,68.2
3121,10/16/2022 22:30,110.2,68.18
3122,10/16/2022 22:45,110.2,68.16
3123,10/16/2022 23:00,110.2,68.18
3124,10/16/2022 23:15,110.2,68.09
3125,10/16/2022 23:30,110.2,68.13
3126,10/16/2022 23:45,110.2,68
3127,10/17/2022 0:00,110.2,68.11
3128,10/17/2022 0:15,110.2,68.11
3129,10/17/2022 0:30,110.2,68.02
3130,10/17/2022 0:45,110.2,68.02
3131,10/17/2022 1:00,110.2,68.02
3132,10/17/2022 1:15,110.2,68.02
3133,10/17/2022 1:30,110.6,67.96
3134,10/17/2022 1:45,110.2,68
3135,10/17/2022 2:00,110.2,67.96
3136,10/17/2022 2:15,110.2,67.93
3137,10/17/2022 2:30,110.2,67.89
3138,10/17/2022 2:45,109.8,67.89
3139,10/17/2022 3:00,109.4,67.87
3140,10/17/2022 3:15,108.6,67.87
3141,10/17/2022 3:30,108.6,67.84
3142,10/17/2022 3:45,109.4,67.8
3143,10/17/2022 4:00,109.4,67.77
3144,10/17/2022 4:15,109.4,67.71
3145,10/17/2022 4:30,109.4,67.64
3146,10/17/2022 4:45,109.4,67.64
3147,10/17/2022 5:00,109.4,67.57
3148,10/17/2022 5:15,108.6,67.57
3149,10/17/2022 5:30,108.6,67.55
3150,10/17/2022 5:45,108.6,67.55
3151,10/17/2022 6:00,108.7,67.53
3152,10/17/2022 6:15,108.7,67.5
3153,10/17/2022 6:30,108.7,67.5
3154,10/17/2022 6:45,108.7,67.48
3155,10/17/2022 7:00,109,67.48
3156,10/17/2022 7:15,108.7,67.46
3157,10/17/2022 7:30,109,67.46
3158,10/17/2022 7:45,109,67.46
3159,10/17/2022 8:00,108.7,67.46
3160,10/17/2022 8:15,109,67.46
3161,10/17/2022 8:30,111.4,67.46
3162,10/17/2022 8:45,108.7,67.46
3163,10/17/2022 9:00,109.4,67.48
3164,10/17/2022 9:15,109,67.48
3165,10/17/2022 9:30,108.7,67.5
3166,10/17/2022 9:45,109,67.55
3167,10/17/2022 10:00,108.6,67.59
3168,10/17/2022 10:15,108.6,67.62
3169,10/17/2022 10:30,109.4,67.73
3170,10/17/2022 10:45,109.8,67.89
3171,10/17/2022 11:00,109.4,68.02
3172,10/17/2022 11:15,109.8,68.27
3173,10/17/2022 11:30,110.1,68.65
3174,10/17/2022 11:45,110.5,68.68
3175,10/17/2022 12:00,110.9,69.19
3176,10/17/2022 12:15,110.9,69.33
3177,10/17/2022 12:30,110.9,69.31
3178,10/17/2022 12:45,111.2,69.73
3179,10/17/2022 13:00,111.6,69.96
3180,10/17/2022 13:15,111.6,69.84
3181,10/17/2022 13:30,112,70.2
3182,10/17/2022 13:45,111.2,70.16
3183,10/17/2022 14:00,106.2,69.71
3184,10/17/2022 14:15,102.3,69.64
3185,10/17/2022 14:30,100,69.49
3186,10/17/2022 14:45,98.5,69.57
3187,10/17/2022 15:00,98.5,69.57
3188,10/17/2022 15:15,98.8,69.57
3189,10/17/2022 15:30,100.8,69.57
3190,10/17/2022 15:45,98.8,69.69
3191,10/17/2022 16:00,99.6,69.66
3192,10/17/2022 16:15,100,69.71
3193,10/17/2022 16:30,101.2,69.71
3194,10/17/2022 16:45,101.5,69.76
3195,10/17/2022 17:00,101.9,69.84
3196,10/17/2022 17:15,101.9,69.94
3197,10/17/2022 17:30,101.9,70
3198,10/17/2022 17:45,102.3,70.09
3199,10/17/2022 18:00,102.3,70.18
3200,10/17/2022 18:15,102.3,70.27
3201,10/17/2022 18:30,102.3,70.34
3202,10/17/2022 18:45,102.3,70.41
3203,10/17/2022 19:00,102.3,70.47
3204,10/17/2022 19:15,101.9,70.48
3205,10/17/2022 19:30,101.9,70.54
3206,10/17/2022 19:45,101.5,70.5
3207,10/17/2022 20:00,101.5,70.54
3208,10/17/2022 20:15,101.5,70.56
3209,10/17/2022 20:30,101.5,70.57
3210,10/17/2022 20:45,101.9,70.61
3211,10/17/2022 21:00,101.5,70.61
3212,10/17/2022 21:15,101.9,70.61
3213,10/17/2022 21:30,103.4,70.57
3214,10/17/2022 21:45,101.9,70.57
3215,10/17/2022 22:00,102.3,70.57
3216,10/17/2022 22:15,102.7,70.54
3217,10/17/2022 22:30,103.4,70.5
3218,10/17/2022 22:45,103.1,70.43
3219,10/17/2022 23:00,103.8,70.39
3220,10/17/2022 23:15,103.8,70.3
3221,10/17/2022 23:30,104.6,70.25
3222,10/17/2022 23:45,104.6,70.18
3223,10/18/2022 0:00,105,70.11
3224,10/18/2022 0:15,105,70.03
3225,10/18/2022 0:30,105.4,70
3226,10/18/2022 0:45,105.4,69.93
3227,10/18/2022 1:00,105.4,69.87
3228,10/18/2022 1:15,105.4,69.84
3229,10/18/2022 1:30,105,69.76
3230,10/18/2022 1:45,105.4,69.69
3231,10/18/2022 2:00,105.4,69.64
3232,10/18/2022 2:15,105,69.58
3233,10/18/2022 2:30,105,69.55
3234,10/18/2022 2:45,105,69.49
3235,10/18/2022 3:00,105,69.46
3236,10/18/2022 3:15,105.4,69.4
3237,10/18/2022 3:30,105.4,69.35
3238,10/18/2022 3:45,105.4,69.33
3239,10/18/2022 4:00,105.4,69.28
3240,10/18/2022 4:15,105.4,69.26
3241,10/18/2022 4:30,105.4,69.22
3242,10/18/2022 4:45,105.4,69.19
3243,10/18/2022 5:00,105.5,69.15
3244,10/18/2022 5:15,105.5,69.12
3245,10/18/2022 5:30,105.5,69.1
3246,10/18/2022 5:45,105.5,69.08
3247,10/18/2022 6:00,105.1,69.03
3248,10/18/2022 6:15,105.5,69.01
3249,10/18/2022 6:30,105.1,68.95
3250,10/18/2022 6:45,105.1,68.92
3251,10/18/2022 7:00,105.1,68.88
3252,10/18/2022 7:15,104.3,68.81
3253,10/18/2022 7:30,104.7,68.77
3254,10/18/2022 7:45,104.3,68.72
3255,10/18/2022 8:00,104.3,68.65
3256,10/18/2022 8:15,104.3,68.61
3257,10/18/2022 8:30,103.9,68.5
3258,10/18/2022 8:45,103.6,68.47
3259,10/18/2022 9:00,103.6,68.4
3260,10/18/2022 9:15,104,68.32
3261,10/18/2022 9:30,103.6,68.25
3262,10/18/2022 9:45,103.6,68.18
3263,10/18/2022 10:00,103.6,68.13
3264,10/18/2022 10:15,103.6,68.04
3265,10/18/2022 10:30,104,67.96
3266,10/18/2022 10:45,103.6,67.93
3267,10/18/2022 11:00,104.4,67.86
3268,10/18/2022 11:15,104.8,67.8
3269,10/18/2022 11:30,104.8,67.77
3270,10/18/2022 11:45,104.8,67.71
3271,10/18/2022 12:00,104.8,67.64
3272,10/18/2022 12:15,104.8,67.64
3273,10/18/2022 12:30,104.8,67.64
3274,10/18/2022 12:45,104.8,67.64
3275,10/18/2022 13:00,105.2,67.64
3276,10/18/2022 13:15,105.2,67.69
3277,10/18/2022 13:30,105.2,67.73
3278,10/18/2022 13:45,105.5,67.8
3279,10/18/2022 14:00,105.9,67.84
3280,10/18/2022 14:15,105.9,67.87
3281,10/18/2022 14:30,105.9,67.93
3282,10/18/2022 14:45,106.3,68
3283,10/18/2022 15:00,106.3,68.04
3284,10/18/2022 15:15,106.3,68.04
3285,10/18/2022 15:30,106.7,68.07
3286,10/18/2022 15:45,106.7,68.07
3287,10/18/2022 16:00,106.7,68.07
3288,10/18/2022 16:15,106.7,68.04
3289,10/18/2022 16:30,106.7,68.04
3290,10/18/2022 16:45,106.7,68.02
3291,10/18/2022 17:00,106.7,68.02
3292,10/18/2022 17:15,106.7,68.02
3293,10/18/2022 17:30,106.7,68
3294,10/18/2022 17:45,106.7,67.96
3295,10/18/2022 18:00,106.7,67.93
3296,10/18/2022 18:15,106.7,67.87
3297,10/18/2022 18:30,106.7,67.78
3298,10/18/2022 18:45,106.7,67.66
3299,10/18/2022 19:00,106.3,67.57
3300,10/18/2022 19:15,106.3,67.42
3301,10/18/2022 19:30,106.3,67.32
3302,10/18/2022 19:45,106,67.23
3303,10/18/2022 20:00,106,67.08
3304,10/18/2022 20:15,106,66.94
3305,10/18/2022 20:30,105.6,66.81
3306,10/18/2022 20:45,105.6,66.69
3307,10/18/2022 21:00,105.2,66.51
3308,10/18/2022 21:15,105.2,66.38
3309,10/18/2022 21:30,105.2,66.18
3310,10/18/2022 21:45,104.9,66
3311,10/18/2022 22:00,104.9,65.88
3312,10/18/2022 22:15,104.1,65.71
3313,10/18/2022 22:30,104.1,65.5
3314,10/18/2022 22:45,104.5,65.35
3315,10/18/2022 23:00,103.8,65.19
3316,10/18/2022 23:15,103.8,65.03
3317,10/18/2022 23:30,103.4,64.87
3318,10/18/2022 23:45,103,64.63
3319,10/19/2022 0:00,102.6,64.49
3320,10/19/2022 0:15,102.6,64.27
3321,10/19/2022 0:30,102.7,64.13
3322,10/19/2022 0:45,102.3,63.93
3323,10/19/2022 1:00,101.9,63.77
3324,10/19/2022 1:15,101.9,63.57
3325,10/19/2022 1:30,101.5,63.41
3326,10/19/2022 1:45,101.9,63.23
3327,10/19/2022 2:00,101.2,63.01
3328,10/19/2022 2:15,100.8,62.8
3329,10/19/2022 2:30,100.8,62.62
3330,10/19/2022 2:45,100.8,62.44
3331,10/19/2022 3:00,100.4,62.24
3332,10/19/2022 3:15,100.1,62.04
3333,10/19/2022 3:30,100.1,61.83
3334,10/19/2022 3:45,100.1,61.66
3335,10/19/2022 4:00,99.7,61.47
3336,10/19/2022 4:15,99.7,61.29
3337,10/19/2022 4:30,99.7,61.12
3338,10/19/2022 4:45,99,60.93
3339,10/19/2022 5:00,99,60.73
3340,10/19/2022 5:15,99,60.58
3341,10/19/2022 5:30,98.6,60.37
3342,10/19/2022 5:45,98.6,60.24
3343,10/19/2022 6:00,97.8,60.04
3344,10/19/2022 6:15,97.8,59.88
3345,10/19/2022 6:30,97.5,59.74
3346,10/19/2022 6:45,97.5,59.56
3347,10/19/2022 7:00,97.5,59.4
3348,10/19/2022 7:15,97.1,59.22
3349,10/19/2022 7:30,97.1,59.04
3350,10/19/2022 7:45,96.7,58.86
3351,10/19/2022 8:00,96.7,58.75
3352,10/19/2022 8:15,96.4,58.59
3353,10/19/2022 8:30,96.4,58.42
3354,10/19/2022 8:45,96.4,58.33
3355,10/19/2022 9:00,96,58.21
3356,10/19/2022 9:15,96,58.06
3357,10/19/2022 9:30,96,57.96
3358,10/19/2022 9:45,95.6,57.88
3359,10/19/2022 10:00,95.6,57.79
3360,10/19/2022 10:15,95.6,57.78
3361,10/19/2022 10:30,95.6,57.7
3362,10/19/2022 10:45,95.6,57.65
3363,10/19/2022 11:00,95.6,57.63
3364,10/19/2022 11:15,95.6,57.6
3365,10/19/2022 11:30,95.6,57.6
3366,10/19/2022 11:45,95.6,57.6
3367,10/19/2022 12:00,95.6,57.63
3368,10/19/2022 12:15,95.3,57.65
3369,10/19/2022 12:30,95.6,57.74
3370,10/19/2022 12:45,96,57.81
3371,10/19/2022 13:00,95.6,57.88
3372,10/19/2022 13:15,95.6,58.01
3373,10/19/2022 13:30,96,58.06
3374,10/19/2022 13:45,96,58.21
3375,10/19/2022 14:00,96.4,58.26
3376,10/19/2022 14:15,96.4,58.42
3377,10/19/2022 14:30,96.4,58.48
3378,10/19/2022 14:45,96.4,58.57
3379,10/19/2022 15:00,96.8,58.62
3380,10/19/2022 15:15,96.7,58.71
3381,10/19/2022 15:30,96.7,58.75
3382,10/19/2022 15:45,97.1,58.87
3383,10/19/2022 16:00,97.1,58.93
3384,10/19/2022 16:15,97.1,58.98
3385,10/19/2022 16:30,97.1,59.04
3386,10/19/2022 16:45,97.1,59.09
3387,10/19/2022 17:00,97.5,59.13
3388,10/19/2022 17:15,97.1,59.18
3389,10/19/2022 17:30,97.5,59.25
3390,10/19/2022 17:45,97.5,59.32
3391,10/19/2022 18:00,97.5,59.34
3392,10/19/2022 18:15,97.5,59.36
3393,10/19/2022 18:30,97.5,59.4
3394,10/19/2022 18:45,97.5,59.41
3395,10/19/2022 19:00,97.5,59.36
3396,10/19/2022 19:15,97.5,59.34
3397,10/19/2022 19:30,97.5,59.27
3398,10/19/2022 19:45,97.5,59.22
3399,10/19/2022 20:00,97.5,59.11
3400,10/19/2022 20:15,97.5,59.05
3401,10/19/2022 20:30,97.1,59.02
3402,10/19/2022 20:45,97.1,58.93
3403,10/19/2022 21:00,97.1,58.82
3404,10/19/2022 21:15,97.1,58.71
3405,10/19/2022 21:30,96.8,58.48
3406,10/19/2022 21:45,97.2,58.28
3407,10/19/2022 22:00,96.8,58.26
3408,10/19/2022 22:15,96.8,58.21
3409,10/19/2022 22:30,96.4,58.03
3410,10/19/2022 22:45,96.4,57.88
3411,10/19/2022 23:00,96,57.79
3412,10/19/2022 23:15,96,57.74
3413,10/19/2022 23:30,96,57.58
3414,10/19/2022 23:45,96,57.42
3415,10/20/2022 0:00,95.7,57.29
3416,10/20/2022 0:15,95.7,57.16
3417,10/20/2022 0:30,95.3,57.04
3418,10/20/2022 0:45,95.3,56.8
3419,10/20/2022 1:00,94.9,56.64
3420,10/20/2022 1:15,94.5,56.5
3421,10/20/2022 1:30,94.5,56.37
3422,10/20/2022 1:45,94.6,56.14
3423,10/20/2022 2:00,94.2,55.9
3424,10/20/2022 2:15,94.2,55.8
3425,10/20/2022 2:30,93.8,55.67
3426,10/20/2022 2:45,93.4,55.47
3427,10/20/2022 3:00,93.4,55.33
3428,10/20/2022 3:15,93,55.17
3429,10/20/2022 3:30,93.1,55.04
3430,10/20/2022 3:45,92.7,54.82
3431,10/20/2022 4:00,92.7,54.68
3432,10/20/2022 4:15,92.7,54.57
3433,10/20/2022 4:30,92.3,54.37
3434,10/20/2022 4:45,92.3,54.25
3435,10/20/2022 5:00,91.9,54.14
3436,10/20/2022 5:15,91.9,53.96
3437,10/20/2022 5:30,91.2,53.74
3438,10/20/2022 5:45,91.2,53.65
3439,10/20/2022 6:00,91.2,53.46
3440,10/20/2022 6:15,91.2,53.33
3441,10/20/2022 6:30,90.8,53.2
3442,10/20/2022 6:45,90.4,53.06
3443,10/20/2022 7:00,90.4,52.86
3444,10/20/2022 7:15,90.1,52.74
3445,10/20/2022 7:30,90.1,52.59
3446,10/20/2022 7:45,90.1,52.5
3447,10/20/2022 8:00,90.1,52.41
3448,10/20/2022 8:15,89.7,52.29
3449,10/20/2022 8:30,89.7,52.25
3450,10/20/2022 8:45,89.7,52.11
3451,10/20/2022 9:00,89.7,52.05
3452,10/20/2022 9:15,89.3,52.02
3453,10/20/2022 9:30,89.3,52.02
3454,10/20/2022 9:45,89.7,52.03
3455,10/20/2022 10:00,89.7,52.07
3456,10/20/2022 10:15,89.3,52.18
3457,10/20/2022 10:30,89.7,52.25
3458,10/20/2022 10:45,89.7,52.34
3459,10/20/2022 11:00,90.1,52.43
3460,10/20/2022 11:15,89.7,52.57
3461,10/20/2022 11:30,90.1,52.65
3462,10/20/2022 11:45,90.4,52.79
3463,10/20/2022 12:00,90.4,52.86
3464,10/20/2022 12:15,90.4,52.99
3465,10/20/2022 12:30,90.8,53.26
3466,10/20/2022 12:45,90.8,53.42
3467,10/20/2022 13:00,91.2,53.64
3468,10/20/2022 13:15,91.2,53.82
3469,10/20/2022 13:30,91.9,54.07
3470,10/20/2022 13:45,92.3,54.32
3471,10/20/2022 14:00,92.3,54.57
3472,10/20/2022 14:15,92.7,54.81
3473,10/20/2022 14:30,92.7,54.95
3474,10/20/2022 14:45,93,55.17
3475,10/20/2022 15:00,93,55.36
3476,10/20/2022 15:15,93.8,55.53
3477,10/20/2022 15:30,93.8,55.71
3478,10/20/2022 15:45,94.2,55.9
3479,10/20/2022 16:00,94.2,56.03
3480,10/20/2022 16:15,94.6,56.17
3481,10/20/2022 16:30,94.2,56.32
3482,10/20/2022 16:45,94.5,56.48
3483,10/20/2022 17:00,94.9,56.62
3484,10/20/2022 17:15,95.3,56.73
3485,10/20/2022 17:30,95.3,56.89
3486,10/20/2022 17:45,95.3,56.98
3487,10/20/2022 18:00,95.3,57.16
3488,10/20/2022 18:15,95.7,57.27
3489,10/20/2022 18:30,95.7,57.34
3490,10/20/2022 18:45,95.7,57.42
3491,10/20/2022 19:00,95.7,57.47
3492,10/20/2022 19:15,96,57.51
3493,10/20/2022 19:30,96,57.6
3494,10/20/2022 19:45,96,57.65
3495,10/20/2022 20:00,96,57.7
3496,10/20/2022 20:15,96,57.72
3497,10/20/2022 20:30,96.4,57.7
3498,10/20/2022 20:45,96,57.67
3499,10/20/2022 21:00,96.4,57.65
3500,10/20/2022 21:15,96.4,57.58
3501,10/20/2022 21:30,96,57.52
3502,10/20/2022 21:45,96,57.49
3503,10/20/2022 22:00,96,57.43
3504,10/20/2022 22:15,96,57.4
3505,10/20/2022 22:30,96,57.34
3506,10/20/2022 22:45,96.1,57.27
3507,10/20/2022 23:00,96.1,57.16
3508,10/20/2022 23:15,96.1,57.09
3509,10/20/2022 23:30,95.7,56.98
3510,10/20/2022 23:45,95.7,56.91
3511,10/21/2022 0:00,95.7,56.88
3512,10/21/2022 0:15,95.3,56.75
3513,10/21/2022 0:30,95.3,56.68
3514,10/21/2022 0:45,95.3,56.57
3515,10/21/2022 1:00,94.9,56.5
3516,10/21/2022 1:15,94.9,56.43
3517,10/21/2022 1:30,94.9,56.28
3518,10/21/2022 1:45,94.6,56.21
3519,10/21/2022 2:00,94.6,56.07
3520,10/21/2022 2:15,94.6,55.9
3521,10/21/2022 2:30,94.2,55.8
3522,10/21/2022 2:45,94.2,55.67
3523,10/21/2022 3:00,94.2,55.58
3524,10/21/2022 3:15,93.8,55.44
3525,10/21/2022 3:30,93.8,55.33
3526,10/21/2022 3:45,93,55.22
3527,10/21/2022 4:00,93.4,55.04
3528,10/21/2022 4:15,93.1,54.79
3529,10/21/2022 4:30,93.1,54.61
3530,10/21/2022 4:45,92.7,54.48
3531,10/21/2022 5:00,92.7,54.32
3532,10/21/2022 5:15,92.3,54.25
3533,10/21/2022 5:30,92.3,54.07
3534,10/21/2022 5:45,91.9,54.03
3535,10/21/2022 6:00,91.9,53.89
3536,10/21/2022 6:15,91.6,53.71
3537,10/21/2022 6:30,91.6,53.64
3538,10/21/2022 6:45,91.6,53.56
3539,10/21/2022 7:00,91.2,53.35
3540,10/21/2022 7:15,91.2,53.26
3541,10/21/2022 7:30,90.8,53.13
3542,10/21/2022 7:45,90.8,53.1
3543,10/21/2022 8:00,90.8,52.9
3544,10/21/2022 8:15,90.8,52.83
3545,10/21/2022 8:30,90.4,52.68
3546,10/21/2022 8:45,90.5,52.65
3547,10/21/2022 9:00,90.5,52.59
3548,10/21/2022 9:15,90.5,52.57
3549,10/21/2022 9:30,90.1,52.52
3550,10/21/2022 9:45,90.1,52.48
3551,10/21/2022 10:00,90.5,52.56
3552,10/21/2022 10:15,90.5,52.57
3553,10/21/2022 10:30,90.5,52.61
3554,10/21/2022 10:45,90.4,52.72
3555,10/21/2022 11:00,90.4,52.81
3556,10/21/2022 11:15,90.8,52.92
3557,10/21/2022 11:30,90.4,53.04
3558,10/21/2022 11:45,90.8,53.13
3559,10/21/2022 12:00,91.2,53.28
3560,10/21/2022 12:15,91.2,53.42
3561,10/21/2022 12:30,91.6,53.6
3562,10/21/2022 12:45,91.6,53.89
3563,10/21/2022 13:00,92.3,54.19
3564,10/21/2022 13:15,92.3,54.72
3565,10/21/2022 13:30,92.3,54.95
3566,10/21/2022 13:45,93.4,55.42
3567,10/21/2022 14:00,93.8,55.74
3568,10/21/2022 14:15,94.2,55.96
3569,10/21/2022 14:30,94.2,56.14
3570,10/21/2022 14:45,94.2,56.34
3571,10/21/2022 15:00,94.1,56.52
3572,10/21/2022 15:15,94.1,56.57
3573,10/21/2022 15:30,94.1,56.66
3574,10/21/2022 15:45,94.1,56.68
3575,10/21/2022 16:00,94.1,56.68
3576,10/21/2022 16:15,94.9,56.82
3577,10/21/2022 16:30,94.9,56.91
3578,10/21/2022 16:45,94.9,56.98
3579,10/21/2022 17:00,94.9,57.02
